text,label
央视将禁止“娘炮”登台？名单都出来了…,1
献县：抓获杨某等6人“恶势力”团伙,0
事态升级！王思聪站队崔永元，曝出范冰冰背后3位干爹,0
朱一龙白宇个站卖pb卖了两百多万？！这年头粉丝都能靠偶像来赚钱了啊......,0
迫害美国公民者，虽远必诛,0
肇庆四县“撤县升市”你会支持谁？请投票支持！,0
上班族快看，这可能就是你吃的盒饭！,0
谢那承认离婚，独自带娃，张尐经常半夜才回家！,1
她做小三打败孙俪，插足别人家庭！如今36岁，却被无数人抢着模仿...,1
41岁刘涛外遇选择离婚，她将何去何从，朋友圈震惊...,1
李亚鹏许晴霸气宣布恋情  王菲：你不能娶她！回复：你算老几,1
最尴尬男团：蔡徐坤遭排挤，陈立农开直播，范丞丞站队乐华七子！,1
42岁刘涛 出轨 导致婚变，她该何去何从，所有人惊呆...,1
新疆和田市吉亚乡小学全体维吾尔族教师：不要再用“清真”来阻拦我们了,0
岳池高铁站选址，你支持修在哪？,0
谢娜承认离婚，独自带娃，张杰经常半夜才回家！,1
盘点 | 再上8天就是小长假！天津人还有一堆好消息！,0
崔永元再爆料：某女星零花钱竟有2个亿！其丈夫曾放话要杀他！,1
崔永元再爆料：某女星零花钱竟有2个亿！其丈夫曾放话要杀他！,1
21岁通辽大学生在父亲的怀里停止了呼吸，原因值得所有家长警醒！,0
他们为什么相信崔永元？,0
揭秘农村光伏太阳能骗局,0
姚晨坑完美赞臣坑舒比奇，纸尿裤会吃不了兜着走吗？,0
原创丨谁是背叛特朗普的“内鬼”？,0
北京是我的北京，北京是北京人的北京！句句在理儿！,0
王宝强乡下再婚，摆3天流水席！马蓉的复婚梦被打破！后悔莫及...,1
传OK徐明星涉数字货币欺诈接受调查，昨晚遭维权用户围堵,0
把这些娘炮们当成四害除了吧,0
晋城又现“村霸”涉黑！无法无天，令人发指！,0
辅警改革“深圳样本”，凭什么得到中央领导的点赞？,0
2019年的新词都出来了，太经典！,0
那些援非的中国人遭遇了些什么,0
老井说鸡蛋:鸡蛋的消费模式浅论,0
过去一百年美国对中国到底有多好,0
关于补发2015—2017年度工资的通知,1
《明日之子》中李宇春险遭强吻！延时一分钟直播的镜头竟没避开？,0
好消息：国家定了一个新节日！放假3天！放假3天！放假3天！,0
网络直播实名制度，这群美女网红恐怕要凉了！,0
靖江润晖世纪商贸城附近一男孩不幸从楼上坠下，生命垂危！,0
【2018.10.2】白敬亭杨幂关系？张继科景甜还在一起？胡歌行程？邓伦杨紫关系？王凯恋情？贾静雯圈内好友？舒淇私下？,0
关埠庄厝果园被窃一事，经双方调解确认系一场误会,0
好消息！影视税改政策可能要暂缓执行了！,0
浙中周刊丨金华大黄山隧道发生离奇车祸，,0
一部被禁30年的纪录片，揭开1972年幕后真相！,0
女生可以穿西装男生也可以画眼线，别再刷什么“少年娘则国家娘”了,0
林俊杰被曝秘恋27岁性感女主播，不断刷礼物，还带女方打游戏,1
41岁刘涛出轨选择离婚，她将何去何从，朋友圈震惊...,1
崔永元婚外情铁证被人掌控  处境不妙,1
奥尔登堡，穆斯林难民挥刀砍死德国医生，原因竟然是……,0
刘诗诗高调宣布怀孕，已满三个月，吴奇隆打脸前妻马雅舒！,1
撤案！于海明反杀“宝马男”行为属于正当防卫，不负刑事责任,0
刚刚，滴滴顺风车全国下线！估值5000亿的巨头：没有向善就是作恶！,0
41岁刘涛出轨选择离婚，她将何去何从，震惊娱乐圈...,1
国家发出声明，《跑男》王祖蓝将被驱逐？,1
棒子地里1死1伤！注意，碰到这个赶紧跑！,0
中国建筑市场建筑工人现状！为什么会出现用工荒？,0
"李連杰 离 开 了我们,国人落泪...",1
�宾县谁认识这个男人？借200元出去打工，没想到3年后回家…,0
监控下的幼儿园，伤害的到底是谁？,0
1分20秒！男子高铁上的这一行为，让人愤怒！已被网友人肉……,0
41岁刘涛外遇选择离婚，她将何去何从，朋友圈震惊...,1
【爆光】IAC、ADC、Fus传销准新娘龙永婷,0
刚刚，世卫组织和美国法院的判决证明：崔永元对转基因的揭露是真科学！,0
董卿含泪说出赵忠祥对她的恶行：曾买通服务员开她的门！,1
29岁男子一夜间退化成婴儿！医生：这个吃饭习惯把他害惨了！,0
今日长清恒大绿洲打架事件，女主脸上流了很多血,0
纹身人砍人甩飞刀反被杀，死者今年3月曾获见义勇奖,0
当红女星不仅自己吃胎盘美容，还给儿子吃，结果儿子吃了变人妖...,1
权威发布！关于义峰山石料矿调查进展情况的通报,0
闲聊警察查身份证,0
【利好】被骗一定要报警，实名举报骗子！国家正式下文件防范区块链、数字货币风险了！,0
老了就要高调地生活！你可别不信，百万老人都赞了！必读~,0
再过5天 2019新农合将交费 每人220元 5类农村人不用交,0
定了！潍坊、莱阳、海阳划入“青岛圈”！,0
关爱八卦,0
那个叫丹小妹的，你在梧州火了！！！,0
捞尸人为什么最怕捞到年轻女人？有一种尸体给多少钱都不捞！,0
"钱宝系实际控制人张小雷情妇黄某某被批捕，""分手费""拿了4000多万元",0
范冰冰事未了！周润发的真实身份曝光，今震撼国人！,0
这个莆田老板靠着干这勾当，拥有2套房产，开着宝马7系车,0
美国又将目标对准了“一带一路”？,0
扛起乡村振兴大旗，看深甽镇“第一书记”竞相亮绩,0
某一线大网红参加活动途中开车出车祸，男友伤心落泪...,0
专家建议生育基金，99%父母上街反对,0
拒走公积金贷款！紫御澜湾被业主曝光...邢台城事儿,0
18岁男生酒店床上做变性手术：有多少人打着爱的名义将你逼入绝境,0
本届亚运会最脏最下流比赛出现！大家猜猜是哪个国家？,0
韩国人，将要从这个地球上消失了？,0
国务院将撤掉全国各省287个县，快看看有你的老家吗？,0
天亮了，也删干净了~,0
黑历史一箩筐的焦可然，为何还能换男友如换衣服？,0
北三县“划归”入京，何时办理落户？,0
刘强东最新进展，狱中服刑中，奶茶发言京东谁来管？结局感人。,1
"新死亡游戏""Momo""全球扩散，12岁女孩因此自杀！！",0
【西泽深度】围观改变中国？——信息化、城市化与公共社会治理,0
从今天起，独生子女将无法继承父母房产？99%的人都不知道!快打开看看,0
"美国情侣为了证明""ISIS是善良的""，结果被割了脑袋！",0
2018年以来处理1597人！河北省查处违反中央八项规定精神问题汇总,0
复出卖衣服，半小时赚260万，皮几万还没凉彻底？,0
央视将禁止“娘炮”登台？名单都出来了……,1
王宝强乡下再婚，摆3天流水宴席！马蓉的复婚梦被打破！马蓉后悔莫及,1
“别让赵薇跑了！”,0
超30亿名牌假货，从中国走私到国外门店售卖！老外、代购全都中招！！,0
暗访：这东西竟是用粪做的，许多人都在吃！赶紧告诉家人朋友,1
自称TFBOYS的颜值担当？却被绯闻黑料压得翻不了身！他的头衔你们认吗？,1
老毕复出，说出卖他的竟然是....,1
黄毅清被崔永元下毒；邓伦后援会与官方；吴世勋边伯贤吃鸡被骂；男演员有女友；女星爱占小便宜,0
丁咚：对抗无妥协空间，中美关系终将破局？,0
杨幂证实已离婚独自带娃！刘恺威终于正面回应！,1
央视：我让你查环保！谁让你乱关厂了？,0
【美丽瓶窑人】发现真善美 传递正能量,0
对不起，由于超过70岁，你已经不适合活下去了…,0
张涵予给化妆品站台，这画风不太对啊……,0
吴昕合影时不敢站中间，主动让给谢娜，有谁注意到吴谨言做了啥？,0
绕不开的“转基因”……,0
一位老人旅行德国的感慨：可怕的德国，令人无地自容！,0
下半年，新农村建设中，农村将挨户盘查3件事，严重的面临罚款,0
突发！佳县影剧院附近3名工人疏通下水道时疑似沼气中毒,0
信访大调查：有很多人靠上访发财甚至发横财,0
马蓉剑指范冰冰，称其万人睡，指出背后18个金主！,0
▶国庆放假通知，假期有变！都看！,0
有的明星，没有脑子！,0
书生，你挑衅捕快的样子，真丑！,0
“头一回见习书记发这么大火”,0
孙杨重新升国旗，遭到强烈反对！,1
"37岁柳岩训练近照, 少见的没P照片, 腿和纹身成了最大亮点",0
【警钟】景谷一院长违规收受钱物被查处：行医不治“贪腐病” “病入膏肓”终自毁,0
当中式谎言遭遇美国法律，京东将输到底裤不剩,0
关于多伦多最近不安全形势下的停课停工通知！,1
郁南县终于有机会升级为市啦！你支持吗？,0
澳洲狱警罢-工了！然而囚犯竟无一人越狱！他们太喜欢监狱了……,0
薛之谦李小璐开过房？还要睡前女友闺蜜？,1
胡哥终于承认已婚！妻子居然是她,1
哈尔滨至佳木斯高铁9月1日开通！各站时刻表、票价抢先剧透！,0
[望江头条] 老望中大门口三孝路路口发生一起交通事故,0
"陈冠希成就已被李晨拿下, 娱乐圈数十名一线女星受牵连",1
当心，中国式破产来临！,0
【重要通知】卢龙县部分派出所可以办理身份证业务,0
▶邵东哪个村高温天办丧事，这一幕太丢人！,0
大头照！江门又一批人欠钱不还被曝光！800多元也不还？有你认识的吗？,0
"热巴女王深夜公布恋情, 十月法国大婚? 杨幂: 恭喜我们家小迪",1
痛心疾首！中方航母发生爆炸，数十人不幸遇难，场面非常惨烈！,1
上海杀妻藏尸案一审宣判：死刑,0
【曝光】东台这个商家如此霸占公共停车位，你咋不上天呢？,0
别被媒体“骗”了：在非洲原来是这样的！,0
他们连警察都不怕，难道还会害怕你？,0
雨天路滑三车惊险追尾，车辆旋转360度， 只因这一点车上人员“安全着陆”,0
150万华人被驱逐，不交12两黄金被打死，至今没有道歉，没有赔偿,0
滴滴两起命案警示：那个穷家富养的少年，成了双手染血的凶犯。,0
"“我妈死了, 能给我点个赞吗?”抖音又被爆出问题，刷新下限惹众怒！",0
她“捧”鹿晗、“重塑”张雨绮、“提拔”张艺兴，”再生“白宇,0
“最丑网红”凤姐在美国结婚拿绿卡：一辈子太长，别小看任何人,1
丧尽天良！成吨滑石粉直接掺进面粉中！,1
委内瑞拉宣布“石油币”为官方货币，哪一片雪花又是无辜的？,0
叶剑英女儿说转基因致使八千万适龄妇女不能生育,0
重磅！住建部放改革“大招”，建造师的明天将很不一样！,0
关于假期延长的通知,1
范冰冰发博安慰粉丝，评论区炸锅！网友：你误解我们的意思了！,0
再次提醒：远离垃圾人！,0
台湾开出“统一条件”：要大陆割让这些省,0
那些买LV的土鳖们,0
今天，祥云召开县乡村三级领导干部会议！,0
寿光洪水，答案藏在细节里,0
张杰金秀贤华晨宇吴亦凡…不再碰瓷的邓紫棋，是为了嫁入豪门还是为了走得更远？,0
六年前，他们强制堕胎；六年后，他们强制交配,0
少年强则国强，少年娘则国娘！妫娘的中国，将会是别人一盘肥肉,0
齐齐哈尔记者暗访多个窗口单位及执法人员……,0
华海事件，带给我们的思考,0
对不起，中国要向全世界人民道歉！,0
一个社会名流在美国的性侵疑云,0
某女星喜炒作败坏路人缘,0
迁西突发命案！一男子在车内被发现时已死亡！,0
有农村户口的恭喜了，尽快看看！,0
一个骗子的自白：我是怎么一步步掏空老人钱包的！很多老人正被洗劫,0
长寿秘诀已被诺贝尔奖得主破解，主因无关饮食烟酒和运动,0
如果家住7层以上，你的健康可能正受威胁！,0
快手“迪丽热巴”来了！7万人狂点赞的侗家姑娘原来长这样……,0
新片避坑 《胖子行动队》,0
大幂幂片酬1亿缩水到2700万，明星天价片酬一去不复返,0
中国未来重大决胜战略：牢牢控制“制生权”！,0
911恐怖袭击已过去17年，然而那些未解之谜一直都在,0
专家建议生育基金，99%父母上街反对,0
河池一轿车冲出路面侧翻 ~造成1死2伤,0
这周聊聊本公众号起源和8.24的温州滴滴事件,0
刚刚 ! 崔永元的《黑名单》把天捅了一个大窟窿 ! ​,0
好消息！郑州火车站东、西广场终于要连通了,0
江苏宝马男砍杀事件后的第三天，宁波慈溪一小区也发生了一件令人愤怒的事！,0
张柏芝深夜晒怀孕B超迎接家庭新成员，网友：真生第三胎？,1
广西六县“撤县升市”你会支持谁？请投票支持！,0
"七夕,夫妻俩竟在家中同时身亡，提醒家人一定要小心它！",0
这三个生肖离婚率最高！别不信！,0
中美之争，其实已经失去了悬念（好文，一针见血）,0
男子账号上凭空多出2000万，去银行查了查后，柜员：可以使用,0
▶特朗普｜你不释放神的宣教士，我就让你的国家崩盘！他将成为美国历史上最伟大的总统！,0
伤寒论中这十大常用方剂太有用了,0
彭水新近任免一批干部,0
宋丹丹的悲剧人生：“我嫁了一个人渣，还生了一个废物！”,1
文山州2县将“撤县升市”你会支持谁？请投票支持！,0
重大消息！13亿人口大国终于决定向美低头，不再进口伊石油！,0
重磅！生孩子要有补助了！明年1月起实施，唐山属于这一档,0
河南辉县市资源局路上拦车收钱 司机愤称为“土匪”再现,0
再见，抖音！国家正式发声！,0
定了！央视突然宣布一个大消息！谁也跑不掉！,0
谢娜承认离婚，独自带娃，张杰经常半夜才回家！ ,1
从“中签交完费”到“未中签并退费”，组委会这波操作是？,0
注意！28个城市“停工令”来袭！外出打工的要做打算了！,0
故意撞人的黑车司机，你摊上大事了！！！,0
可怕的现实：中国男性正在走向娘化,0
李宇春录制节目，中途却被男观众强吻，高情商让众网友称赞,0
昆明回杭州航班空中惊魂！飞机急速下坠，有人在飞机上录遗言…,0
黑龙江紧急通报非疫情来源地！双汇被疑提前知晓非洲猪瘟，却未公告,0
国乒被淘汰遭禁赛 起因疑似赛前服用兴奋剂,1
1934年营口坠龙事件到底是不是真的?为什么当时的报纸都在报道?,0
倪 萍大 姐终 于走了,1
马蓉竟然去了非诚勿扰，一出场24盏灯全灭，孟爷爷都笑了!,1
董洁和陈坤恋情曝光？二人终于牵手，陈坤深夜霸气发博：董洁是我的,1
范冰冰被炮轰这么久，为什么没有人出来声援,0
姚明病逝 娱乐圈众星默哀 六小龄童发文悼念,1
"朱迅癌症复发判若两人!有钱没健康,一切白忙!",0
扛起乡村振兴大旗，看深甽镇“第一书记”竞相亮绩,0
“我们只骗中国人，他们人傻钱多”,0
一进深大就有5000元，这家深大内的银行还有这种操作！〖深大快讯〗,0
萧山，凭什么留住200多万人？原来这就是答案！,0
最新！福鼎公安系统又一批人职务调整。看看都是谁？,0
王俊凯和陈立农撞了新歌和衣服，生日会送的礼物也很相似，太尴尬,0
应急管理部三定 （定职能、定机构、定编制）方案出来啦！,0
汪峰再次出轨! 章子怡也难逃婚内出轨的命运?,1
王思聪发3000万个支付宝红包？调侃奶茶妹妹变抹茶？,0
来晚了，但希望你还在！（第214句）,0
刚刚，中国队拿下亚运首金！这个动作太帅了……,0
紧急通知：只剩8天！再不处理交通违法，给钱“黄牛”都帮不到你,0
关于国庆假期延长至10号的通知,1
刘德华现身葬礼，63岁周润发因病抢救无效去世？发嫂：60亿都捐了,1
【独家消息】范爷监狱被打视频曝光,1
跪求各位家长，不能再以各种名义给孩子配手机了！,0
一年合约加盟湖人？波什这一举动让湖人内线彻底升级，勒布朗笑了,0
姚明病逝！娱乐圈众星默哀，六小龄童发文悼念！,1
泰安干部本地落马，泰安安否？,0
战报 | 中超旧将集体发威 罗伊斯德甲“百人斩”,0
不堪入目！深圳一男子在滴滴交流群辱骂乐清被害女孩，被警方拘留,0
来自医院急诊科的报警，真相令人费解,0
震撼世界：越共自动放弃政权，5年内实行全国民主大选！,0
水淹寿光：数万村民财产被冲走 基层官员麻痹酿大祸,0
"澳洲惊曝一个全球性的健康危机! 你在朋友圈显摆的,竟然是这种脏东西...",0
杨幂证实已离.婚，独自带娃！刘恺威曝光她本来面目......,1
李小璐终于办完手续，贾乃亮净身出户，甜馨暴露贾乃亮的真实为人,1
列宁生前读的最后一本书,0
骂了三十天，植物被骂死：语言暴力对孩子的伤害有多大？,0
北三县并入北京的“前奏”？ 看官方透露出什么重要信息！,0
西安又一次“献丑”，1580万背后藏了点玄机！,0
今早，邹平菜市场发生的真实一幕！邹平人都在看！,0
苦日子要来？“高仿”者得天下？,0
好消息，中国！即将实现打电话不用钱，上网不用流量，快看,1
150万华人被驱逐，不交12两黄金被打死，至今没有道歉，没有赔偿,0
搞大了，京东可能面临集体诉讼，如果严重甚至会被退市,0
突发！昨晚，合肥一23岁女钢琴老师被杀害，一刀致命……,0
谢娜发文力挺周迅被疑蹭热度，网友：谁红跟谁玩！,0
武清亨通附近这个菜市场要取缔了，附近小区买菜怎么办？,0
就是她，改变了8000万知青的命运,0
郑恺将和他携手退出跑男？,1
震惊了！HGP竟然干出这种事！到底是道德的沦丧，还是人性的扭曲，,0
唐江、隆木、坪市...南康人都看看这个被判刑的农民工！,0
娱记说：杨紫为拿奖买水军刷票？杨洋和贾士凯闹翻了？华晨宇解约天娱？上头严查出场费？胡夏超低调？小生乱吃增肥药洗胃？,0
"朱正廷黄明昊被封杀?丢脸丢到国外引争议,被爱奇艺终止合作",0
关于嘉和逸园2号楼409室火灾事故相关情况的说明,0
河北一网约车司机深夜被害！现在，有人关心吗？,0
长乐一恶势力团伙阻扰项目施工， 强迫交易敲诈勒索被批捕,0
晚上，蒙城男子被砸身亡！跟踪采访：被“砸”断的人生,0
还以为伊拉克是战乱地区？那是你没见到人家的生活状态！,0
没结婚的洛阳人危险了！以后每个月你们得多交一笔钱？！,0
公务员、事业单位、教师、医生等要涨工资了，补发17个月，六类区4160元/月！,0
北京人最怕的事终于来了！1.8亿独生子女看完扎心了！,0
41岁刘涛外遇导致婚变，她将何去何从，朋友圈震惊...,1
又一个贩卖给中国人的骗局被曝光！长春人你常喝的这个非但无益，甚至……,0
甘肃高价彩礼又惹祸了...,0
朱军一生都追不上的女人，离婚后和儿子相依为命，已经走过40年,0
惨！日本遭25年来最强台风，“变态”一幕让人怀念：数百辆车打着双闪，冲向人间地狱···,0
郑州双汇“疫情事件”猜想：是巧合，还是一场阴谋？,0
【爆光】IAC、ADC、Fus传销准新娘龙永婷,0
论“再过100遍冼村派出所”,0
最大骗局传到襄阳了，你老婆可能还在做，赶紧阻止！,0
"叔恶丨一尸两命！潮汕90后孕妇疑被逼流产身亡,只因家里""重男轻女""? 详情......",0
情系东西溪 | 大灾面前显大义 洪水无情人有情,0
堕落女贪官，两个大老虎是她的“同道中人”，落网后丈夫也被牵连,0
少年娘，则国娘，中国娘炮风气越来越主流,0
潘长江破产，妻子改嫁，告诉你什么是朋友！,1
孝子跪求医生救母亲，医生喊回20个休假同事……,0
日本末日台风这一幕看哭国人：她不完美，可我爱她,0
靳东团队下场抹黑王凯，做公益献血却被造谣得病？,0
徐晓冬参加我国首次MMA赛，被断臂安迪降服！,0
多少公务员因为央视曝光这张A4纸无法入眠......,0
2018西安国际马拉松志愿者招募开始报名！,0
上一个夭折这一个“骨折”，当薛之谦的孩子真是太惨了,0
2018年退休新方案：控高提低，向特殊人群倾斜，事企业并轨,0
当高铁座位被占，你们又要求警察强硬了？对不起，这是你们自己种下的苦果！,0
习近平来了！抚顺即将腾飞！别拦我，我要回抚顺！,0
2018年货车超载超限处罚新标准出炉！超1吨纳入黑名单！严重将吊销营运证！,0
身份证45开头的岑溪人，就算是哭也要看完！,0
宝马男殴打老汉，不料惹到的是特种兵，所有人瞬间蒙圈。,0
黄晓明 股票操纵案：竟然私人拥有歼-20战斗机！,1
"杨冪证实已离女昏,独自带娃!凯威曝光她本来面目...",1
中梁地产徐州旭鑫置业为拿预售证，伪造进度致5人死亡，施工单位被清出徐州市场！,0
太可怕了！卓展、沃尔玛、永辉、麦德龙、中东大市场、恒客隆……长春这些地方有毒食品蔬菜大曝光！,0
波什将和韦德加盟湖人！他们认真的吗？,0
我市关于暴雨强制放假通知,1
美加达成贸易协议！美搞定除中国外所有贸易伙伴,0
一个埋葬良心的民族必将大难临头！,0
【漳州开发区民生问题“七宗罪”】习大大：百姓心为心，倾听人民心声,0
八大灵性动物，不可杀，不可食！一定要警惕！,0
今天，我们都是崔永元的红小兵！,0
紧急转发扩散！平常游泳的天鹅湖有鳄鱼！！！！,0
41岁刘涛宣布退出娱乐圈，背后真相竟是...,1
蒋勤勤发文：10年了，第一次声明我不是小三，吴越霸气回应打脸！,1
娱乐圈公认的4大“娘炮”，鹿晗垫底，第一无人超越,0
狡猾的孙杨…,0
会销人转型最佳选择：不再担心媒体曝光，政府领导还亲自接待,0
判黑中介为黑社会，有8位性感美女被判死刑！,1
澳洲惊曝一个全球性的健康危机！你在朋友圈显摆的，竟然是这种脏东西…,0
"鹿晗宣布退出娱乐圈,网友: 迪丽热巴解放了",1
警报！查税风暴登陆，200多娱乐明星“遇难”!,0
借环保牌毁灭中国人！,0
那个卖肾买苹果手机的少年，现在怎么样了？,0
"范冰冰宣布退出娱乐圈, 李晨承认怀孕? 将于8月份在巴厘岛完婚!",1
斐济地震，性感少妇神奇般逃生！,1
周立波声援刘强东，我们的问题都出在“枪”上。网友：先管好自己！,0
在人贩子眼里，写字楼上班的女白领，只值50块！,0
桂林南洲大桥旁出了什么事？墙体倒塌石块飞溅，路人被吓懵！,0
神奇的作文公式，三个步骤就能写一篇好作文，快给孩子看看,0
英国女王突然宣布：向全人类公敌宣战，中国网友表示全力支持..,0
俄罗斯人对普京态度产生重大变化！原因你肯定想不到,0
三块手表两个包包，断送了代购的一条命,0
离世界末日只剩22年！澳洲难逃一劫！刚刚，联合国发布这个噩耗，给人类下了最后通牒，然而你们却都忽略了..,1
你们知道JWT是什么吗？,0
"“裸戏”都是假的,看到这些幕后镜头才知道我们被骗了好多年!",0
《爱情公寓》电影，真的太烂太烂了！,0
正规门店卖假货？！LV、COACH……你去美国买的包，也可能是假的,0
孙杨回应领奖服：我是冠军我说了算！,0
再动员！再部署！再推进！坂面镇召开扫黑除恶专项斗争推进会！,0
【曝光】“酥咔饼干”虚假宣传，“辽宁广誉恒”涉嫌传销,0
刘濤被爆出轨，各种睡小鲜肉，妻子好形象是骗局？ 网友：人设瞬间崩塌,1
92岁老人被逼自杀，我为你雪中送炭，你却要我家破人亡！,0
李晨再度发文声援范冰冰 多年前与王思聪往事被翻出！,0
王凯蒋欣宣布婚讯!网友:娘娘这次终于嫁出去了!,1
《如懿传》开播，《延禧攻略》日更，魏璎珞和富察皇后被改成这样，观众还会接受吗？,0
“紫金人”在微信群骂惠东人，结果被搜索...,0
定了！12月26号通高铁了！武冈人坐高铁好方便！,0
央视查办的三位女主持人，表面风光无限，私下生活混乱，第二最惨,0
我为什么要拼命爬出底层社会？,0
"【ADC】""奥斯卡""你戏要演砸了！！！",0
2年500万！韦德加盟湖人组超级“F4”！詹姆斯：携手再夺冠！,0
王大豪民族宗教问题文选（目录）,0
土豪50万包养主播遭打脸，我长得那么像能被50包养的人嘛？,0
美国对中国好还是不好？,0
乘务员是为了安全设置的，不是为了服务设置的！我们以后帮东航狠抓安全吧！,0
10天内，省委书记、省长先后来到颍上这个村，为啥？,0
龙是否真的存在？1934年的营口坠龙事件是不是真的,0
宁夏境内正建的四条高铁，明年下半年有两条将开通运营！,0
詹皇毒瘤身份石锤了！原来勒布朗才是拖后腿的那个人？,0
昆山龙哥，刘海龙！彪悍的一生,0
战旗引领 使命在肩！西乡县17战区全面开展“百日会战”行动,0
定了！最佳防守球员戈伯特加盟湖人！联手詹姆斯冲击总冠军！网友：湖人冠军稳了！,0
张柏芝深夜晒怀孕B超迎接家庭新成员，网友：真生第三胎？,1
腊戌孟约战事 当地村民抛家舍业外出逃难,0
pola凉了！美白丸被曝含2种严禁激素，致癌率高达90%！,0
小崔：我不会自杀！洗钱的铁证己妥善藏匿……,0
央视主持年仅33岁，二楼直接就摔到一楼，抢救19天后不幸去世,0
1995年挖出清朝僵尸，专咬人头，调查结果全部被封锁……,1
崔永元：不能退！,0
【现场视频】突发！巢湖东风小区路口发生电瓶车祸，一女子当场骨折......,0
霍建华哭了！林心如结过婚！他是第二任老公第一任令人跌破眼镜！,1
投诉，机上电影没有岛国片.....,0
这两段关于中国的视频，被西方世界永久列为黑名单,0
铁案！在沈丘有96套房的这个黑社会组织被判了！主犯获刑二十年,0
王菲大肚子出门被拍，谢霆锋又要当爹！张柏芝儿子却尴尬回应4字,1
刘诗诗高调宣布怀孕，已满三个月，吴奇隆打脸前妻马雅舒！,1
央视首次报道伊拉克战后真相：人民过上了自由，幸福的生活,0
重磅！刚刚【汕尾-深圳】成功实现合并，8万汕尾人一夜全成深圳人！【句容-南京】要跟进？,0
网络兼职骗局——“购物平台刷单”，请警惕身边的高薪晒单者,0
蔡奇率北京50名中青年干部集中赴湖南省绥宁县参观考察，集体深入学习习近平生态文明思想,0
刘强东前妻，从银行柜员到超260亿身价，20年来，她每天工作14小时！,0
终于等到你，满目人从众……今天，为什么全启东人都往那里跑？,0
正规门店卖假货？！LV、COACH……你去美国买的包，也可能是假的,0
突发！今天上午，灵璧韦集，一男子钓鱼不幸被……,0
没买房、没炒股的恭喜了！央视传来好消息了！,1
4个月后，社保缴费将迎来巨变！武汉人你到手的工资要变少了！,0
热烈祝贺中国国象男女队双超美俄强敌勇夺奥赛冠军！,0
北京这21个镇入围“国家重点镇”户口在这的要发达了！,0
用谎言煽动搞死85度C，暴露了一些人的流氓本性,0
刘亦菲是变性人？范丞丞是范冰冰的儿子？这些八卦吓死人！,1
两个孩子被活活饿死，爸爸半年不火化,0
崔永元公开声明：绝不后退！我这辈子要跟他们血战到底！,0
院长从楼顶跳了下去，他用死亡告诉了中囯：为什么中央决定全力扫黑！,0
正式确认！中国出台“代购法”，最高罚款200万！朋友圈的代购都哭晕了..,0
【集中夜查统一行动】雨中查酒驾，我们依然很认真,0
东哥性侵被抓，不多说看视频吧,0
"【揭秘】安徽2400岁大蟒,渡劫失败!",1
诗诗高调宣布怀孕，已满三个月，奇隆打脸前妻马雅舒！,1
月薪1万，到手7454，老板付14410，钱去哪了,0
死者叫外卖？1989年“鬼叫餐”事件！到底是真是假？,0
揭秘：天津14路末班车“鬼叫车”事件！,0
王菲怀孕，不惧48高龄产子，谢霆锋再当爹，谢霆锋：属于我们自己的孩子！,1
朱迅癌症复发，脸部变形判若两人！有钱没健康，一切都白忙！,0
刘强东性侵被捕，奶茶妹妹却被骂惨了！,0
法律底线岂容击穿——青岛晓港名城五期维权十问,0
10年前让全中国人自豪！如今却成荒野废墟....,0
小八卦！,0
等死的村民。,0
衡阳发改委二次公示云轨最新动态！8条线路97座车站！2021年通车！,0
碧桂园在沧州的一房产项目发生安全事故致一人死亡！记者多方调查，相关部门这样回复......,0
日本动手了？紧急向钓鱼岛增兵2100人，中国不忍了，果断出手！,0
"范冰冰和王中磊的关系, 被一句话捅破, 范丞丞身世隐瞒10年终大白!",1
东城田园地下车库被淹？几十号人从车库里往外拉车。,1
危机 厘清 还原,0
杨幂刘恺威被曝已离婚，女儿并非亲生？朋友圈震惊...,1
毕福剑将被秘密“请回”央视，到底是真是假？《星光大道》有“救”了？,0
董卿含泪说出赵忠祥对她的恶行：曾买通服务员开她的门！,1
周杰伦被爆出轨致空姐怀孕，娱乐圈又添渣男？,1
渣 男 李 晨 现 形 记,1
男子将精孑注入鸡蛋内，最后孵化出来的东西让人意想不到...,0
碧桂园，又一颗螺丝钉掉在地上，你需要设首席道歉官Chief Apologize Officer(CAO)更需要一次刮骨疗伤。,0
盈评一叙︱老兵兄弟，如果爱国，请您真爱！,0
难怪章泽天发微博力挺刘强东，如果离婚，财产只能分得1.5元！,0
批评比赞美，更爱国,0
彭斯副总统讲话全文,0
【投票】7月这波长沙县党建O2O服务案例 谁是你心中的最佳C位？,0
那盆被霸凌30天的植物，终于被“骂”死了——揭示语言能量的惊人秘密,0
捞尸人为什么最怕捞到年轻女人？有一种尸体给多少钱都不捞！,0
周迅拖累《如懿传》？胡一天约p丑闻被截胡？陈学冬要做主持人？曾舜晞被耽误？小五前景迷茫？,0
刚刚，崔永元继续曝大料！,0
㊙  刚刚传出：战*舰被击-沉，我-囯进入一级战·备，全面升级！！！,1
网传王思聪大胆告白马化腾女儿，结果怎样呢？网友：祝福！,1
为我们东北喊声冤(本文阅读量高达百万、留言已无法顶置）,0
极端恐怖：大连尸体加工厂！一位失踪女主播或被制成标本......,1
昨晚，河池镇一老人将自己的媳妇砍了，冲动是魔鬼！,0
安庆哪个县最穷？望江？！,0
